'i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
-0.20600000000000002,-0.22,-0.013000000000000001,0.213,-0.09699999999999999,-0.11699999999999999,-0.038,-0.10400000000000001,-0.038,0.11,0.19,0.187,-0.004,0.044000000000000004,0.0
-0.228,-0.23800000000000002,-0.011000000000000001,0.233,-0.10800000000000001,-0.125,-0.045,-0.11199999999999999,-0.044000000000000004,0.10400000000000001,0.185,0.18,-0.006,0.045,0.003
-0.21899999999999997,-0.23800000000000002,-0.019,0.22899999999999998,-0.1,-0.129,-0.047,-0.10800000000000001,-0.046,0.099,0.17800000000000002,0.17800000000000002,-0.001,0.045,0.003
-0.215,-0.22899999999999998,-0.013000000000000001,0.222,-0.10099999999999999,-0.121,-0.043,-0.106,-0.042,0.10099999999999999,0.18,0.182,-0.001,0.048,0.005
-0.215,-0.226,-0.01,0.221,-0.102,-0.11800000000000001,-0.042,-0.105,-0.040999999999999995,0.102,0.18100000000000002,0.183,-0.003,0.044000000000000004,0.004
-0.222,-0.228,-0.006,0.225,-0.107,-0.11699999999999999,-0.036000000000000004,-0.102,-0.039,0.10400000000000001,0.18100000000000002,0.182,-0.004,0.036000000000000004,0.003
-0.23199999999999998,-0.233,-0.002,0.23199999999999998,-0.115,-0.11699999999999999,-0.038,-0.10300000000000001,-0.037000000000000005,0.10400000000000001,0.184,0.179,-0.006999999999999999,0.028999999999999998,0.004
-0.228,-0.22899999999999998,-0.001,0.228,-0.114,-0.115,-0.04,-0.10300000000000001,-0.038,0.10400000000000001,0.185,0.177,-0.006,0.037000000000000005,0.004
-0.21899999999999997,-0.22,-0.001,0.22,-0.109,-0.111,-0.04,-0.1,-0.034,0.106,0.187,0.185,-0.002,0.043,0.005
-0.221,-0.223,-0.002,0.222,-0.109,-0.113,-0.040999999999999995,-0.099,-0.034,0.105,0.184,0.188,-0.002,0.04,0.005
-0.22699999999999998,-0.228,-0.001,0.22699999999999998,-0.113,-0.115,-0.040999999999999995,-0.10099999999999999,-0.038,0.102,0.182,0.18100000000000002,-0.004,0.04,0.004
-0.22699999999999998,-0.226,0.001,0.226,-0.113,-0.113,-0.040999999999999995,-0.10099999999999999,-0.036000000000000004,0.102,0.18100000000000002,0.18,-0.004,0.040999999999999995,0.005
-0.22899999999999998,-0.22699999999999998,0.003,0.228,-0.11599999999999999,-0.11199999999999999,-0.038,-0.096,-0.032,0.106,0.184,0.18100000000000002,-0.005,0.036000000000000004,0.006
-0.23199999999999998,-0.231,0.001,0.23199999999999998,-0.11599999999999999,-0.11599999999999999,-0.035,-0.09,-0.027999999999999997,0.107,0.185,0.18,-0.006,0.04,0.006
-0.235,-0.235,0.001,0.235,-0.11800000000000001,-0.11699999999999999,-0.035,-0.08800000000000001,-0.028999999999999998,0.105,0.183,0.18100000000000002,-0.006,0.035,0.006999999999999999
-0.22399999999999998,-0.24,-0.017,0.23199999999999998,-0.10300000000000001,-0.129,-0.043,-0.095,-0.034,0.1,0.17300000000000001,0.17600000000000002,-0.004,0.03,0.009000000000000001
-0.213,-0.244,-0.03,0.22899999999999998,-0.091,-0.138,-0.046,-0.096,-0.035,0.098,0.171,0.172,-0.003,0.033,0.009000000000000001
-0.21600000000000003,-0.242,-0.026000000000000002,0.22899999999999998,-0.095,-0.135,-0.043,-0.09,-0.028999999999999998,0.1,0.175,0.174,-0.003,0.025,0.008
-0.21100000000000002,-0.245,-0.035,0.22899999999999998,-0.08800000000000001,-0.141,-0.043,-0.08800000000000001,-0.027999999999999997,0.099,0.171,0.171,-0.003,0.021,0.006999999999999999
-0.212,-0.249,-0.036000000000000004,0.231,-0.08800000000000001,-0.14300000000000002,-0.04,-0.087,-0.026000000000000002,0.1,0.172,0.171,-0.003,0.024,0.006
-0.218,-0.252,-0.033,0.235,-0.092,-0.142,-0.036000000000000004,-0.083,-0.022000000000000002,0.10300000000000001,0.174,0.17300000000000001,-0.003,0.024,0.008
-0.21100000000000002,-0.253,-0.042,0.23199999999999998,-0.085,-0.147,-0.035,-0.079,-0.019,0.102,0.171,0.168,-0.005,0.015,0.011000000000000001
-0.203,-0.254,-0.05,0.22899999999999998,-0.076,-0.152,-0.038,-0.08199999999999999,-0.023,0.099,0.16399999999999998,0.161,-0.006999999999999999,0.018000000000000002,0.009000000000000001
-0.201,-0.243,-0.042,0.222,-0.08,-0.142,-0.035,-0.077,-0.017,0.10300000000000001,0.168,0.162,-0.006999999999999999,0.016,0.01
-0.204,-0.23600000000000002,-0.031,0.22,-0.086,-0.134,-0.028999999999999998,-0.067,-0.004,0.113,0.172,0.163,-0.01,0.009000000000000001,0.009000000000000001
-0.231,-0.262,-0.032,0.24600000000000002,-0.1,-0.147,-0.035,-0.07200000000000001,-0.01,0.11,0.166,0.155,-0.012,0.011000000000000001,0.008
-0.233,-0.275,-0.042,0.254,-0.096,-0.159,-0.042,-0.08,-0.018000000000000002,0.099,0.161,0.151,-0.01,0.006,0.013000000000000001
-0.217,-0.267,-0.049,0.242,-0.084,-0.158,-0.042,-0.07400000000000001,-0.015,0.102,0.16,0.154,-0.006999999999999999,0.003,0.013000000000000001
-0.222,-0.26,-0.037000000000000005,0.24100000000000002,-0.092,-0.149,-0.039,-0.07,-0.008,0.105,0.16399999999999998,0.159,-0.005,0.004,0.013000000000000001
-0.225,-0.26,-0.035,0.242,-0.095,-0.147,-0.039,-0.071,-0.006999999999999999,0.102,0.162,0.155,-0.005,0.006,0.013000000000000001
-0.213,-0.261,-0.048,0.237,-0.083,-0.154,-0.042,-0.07,-0.008,0.10099999999999999,0.16,0.153,-0.006,0.006999999999999999,0.012
-0.20800000000000002,-0.259,-0.05,0.23399999999999999,-0.079,-0.154,-0.043,-0.07,-0.009000000000000001,0.09699999999999999,0.154,0.15,-0.006999999999999999,0.006999999999999999,0.013000000000000001
-0.214,-0.263,-0.049,0.23800000000000002,-0.083,-0.156,-0.043,-0.067,-0.006,0.09699999999999999,0.153,0.14800000000000002,-0.009000000000000001,0.0,0.013000000000000001
-0.21100000000000002,-0.266,-0.054000000000000006,0.239,-0.079,-0.161,-0.039,-0.06,-0.001,0.102,0.156,0.15,-0.009000000000000001,-0.004,0.013000000000000001
-0.20800000000000002,-0.27,-0.06,0.239,-0.073,-0.166,-0.038,-0.057999999999999996,0.002,0.102,0.155,0.14800000000000002,-0.009000000000000001,-0.003,0.015
-0.20800000000000002,-0.275,-0.067,0.24100000000000002,-0.07,-0.171,-0.04,-0.054000000000000006,0.004,0.10099999999999999,0.153,0.145,-0.009000000000000001,-0.006,0.017
-0.21,-0.282,-0.071,0.24600000000000002,-0.07,-0.177,-0.040999999999999995,-0.051,0.006,0.10099999999999999,0.15,0.142,-0.009000000000000001,-0.011000000000000001,0.018000000000000002
-0.215,-0.285,-0.07,0.25,-0.073,-0.177,-0.037000000000000005,-0.044000000000000004,0.013000000000000001,0.10400000000000001,0.153,0.14800000000000002,-0.006,-0.015,0.019
-0.21100000000000002,-0.289,-0.078,0.251,-0.067,-0.184,-0.037000000000000005,-0.040999999999999995,0.015,0.10400000000000001,0.15,0.145,-0.006999999999999999,-0.013000000000000001,0.02
-0.204,-0.284,-0.081,0.244,-0.061,-0.182,-0.032,-0.033,0.022000000000000002,0.109,0.152,0.145,-0.006999999999999999,-0.018000000000000002,0.018000000000000002
-0.193,-0.287,-0.094,0.24,-0.049,-0.191,-0.035,-0.034,0.022000000000000002,0.106,0.145,0.141,-0.006,-0.023,0.022000000000000002
-0.177,-0.299,-0.122,0.23800000000000002,-0.027999999999999997,-0.21100000000000002,-0.045,-0.040999999999999995,0.013999999999999999,0.095,0.13,0.125,-0.009000000000000001,-0.027999999999999997,0.025
-0.201,-0.309,-0.10800000000000001,0.255,-0.046,-0.209,-0.04,-0.032,0.024,0.10099999999999999,0.133,0.128,-0.011000000000000001,-0.033,0.024
-0.19,-0.297,-0.107,0.243,-0.042,-0.20199999999999999,-0.032,-0.021,0.035,0.109,0.139,0.133,-0.009000000000000001,-0.034,0.026000000000000002
-0.162,-0.272,-0.11,0.21600000000000003,-0.026000000000000002,-0.191,-0.022000000000000002,-0.005,0.047,0.11900000000000001,0.145,0.141,-0.006,-0.038,0.025
-0.193,-0.297,-0.10400000000000001,0.244,-0.043,-0.201,-0.025,-0.005,0.048,0.11599999999999999,0.14,0.136,-0.005,-0.04,0.025
-0.2,-0.32299999999999995,-0.12300000000000001,0.262,-0.038,-0.22399999999999998,-0.036000000000000004,-0.013000000000000001,0.040999999999999995,0.10400000000000001,0.129,0.122,-0.006999999999999999,-0.043,0.027000000000000003
-0.195,-0.324,-0.13,0.259,-0.032,-0.22699999999999998,-0.038,-0.011000000000000001,0.045,0.105,0.126,0.11900000000000001,-0.006999999999999999,-0.048,0.027000000000000003
-0.188,-0.316,-0.128,0.252,-0.03,-0.223,-0.035,-0.004,0.051,0.107,0.126,0.12,-0.006,-0.052000000000000005,0.027000000000000003
-0.19399999999999998,-0.311,-0.11699999999999999,0.253,-0.038,-0.214,-0.025,0.009000000000000001,0.062,0.11599999999999999,0.131,0.126,-0.006999999999999999,-0.055999999999999994,0.028999999999999998
-0.212,-0.322,-0.109,0.268,-0.051,-0.21600000000000003,-0.022000000000000002,0.015,0.068,0.11800000000000001,0.129,0.124,-0.006999999999999999,-0.054000000000000006,0.03
-0.192,-0.32299999999999995,-0.131,0.258,-0.03,-0.22699999999999998,-0.028999999999999998,0.015,0.066,0.114,0.12,0.11699999999999999,-0.006,-0.055,0.03
-0.16699999999999998,-0.321,-0.153,0.244,-0.006999999999999999,-0.237,-0.032,0.017,0.069,0.111,0.11699999999999999,0.111,-0.006,-0.061,0.034
-0.162,-0.32,-0.159,0.24,-0.002,-0.239,-0.025,0.024,0.078,0.11699999999999999,0.11900000000000001,0.114,-0.006999999999999999,-0.066,0.035
-0.168,-0.33,-0.162,0.249,-0.003,-0.24600000000000002,-0.023,0.033,0.086,0.122,0.11599999999999999,0.11199999999999999,-0.006,-0.064,0.038
-0.162,-0.33799999999999997,-0.175,0.25,0.006999999999999999,-0.257,-0.025,0.035,0.08900000000000001,0.121,0.11199999999999999,0.106,-0.006,-0.067,0.040999999999999995
-0.157,-0.34299999999999997,-0.185,0.249,0.015,-0.265,-0.025,0.040999999999999995,0.09300000000000001,0.121,0.10800000000000001,0.105,-0.005,-0.077,0.040999999999999995
-0.166,-0.36200000000000004,-0.19699999999999998,0.264,0.015,-0.28,-0.028999999999999998,0.039,0.092,0.11599999999999999,0.102,0.095,-0.005,-0.092,0.04
-0.151,-0.36,-0.209,0.256,0.028999999999999998,-0.285,-0.026000000000000002,0.044000000000000004,0.1,0.12,0.10099999999999999,0.095,-0.006,-0.1,0.04
-0.146,-0.35700000000000004,-0.21100000000000002,0.252,0.033,-0.284,-0.021,0.054000000000000006,0.111,0.126,0.102,0.098,-0.004,-0.102,0.040999999999999995
-0.152,-0.365,-0.212,0.259,0.03,-0.289,-0.019,0.059000000000000004,0.11699999999999999,0.129,0.10099999999999999,0.09699999999999999,-0.004,-0.109,0.042
-0.146,-0.365,-0.22,0.256,0.037000000000000005,-0.292,-0.017,0.069,0.122,0.13,0.10099999999999999,0.098,-0.004,-0.107,0.045
-0.141,-0.36700000000000005,-0.226,0.254,0.043,-0.297,-0.017,0.076,0.13,0.13,0.1,0.09699999999999999,-0.003,-0.105,0.046
-0.142,-0.36200000000000004,-0.22,0.252,0.04,-0.29100000000000004,-0.015,0.083,0.14,0.135,0.10099999999999999,0.095,-0.003,-0.105,0.047
-0.145,-0.368,-0.22399999999999998,0.257,0.04,-0.29600000000000004,-0.017,0.086,0.14400000000000002,0.134,0.098,0.09,-0.003,-0.111,0.046
-0.161,-0.381,-0.221,0.271,0.03,-0.301,-0.013000000000000001,0.092,0.152,0.139,0.099,0.09,-0.001,-0.12300000000000001,0.048
-0.156,-0.382,-0.226,0.26899999999999996,0.035,-0.304,-0.015,0.096,0.155,0.13699999999999998,0.09300000000000001,0.087,-0.001,-0.129,0.051
-0.139,-0.386,-0.248,0.262,0.055,-0.317,-0.023,0.095,0.152,0.129,0.083,0.078,-0.002,-0.127,0.052000000000000005
-0.136,-0.374,-0.23800000000000002,0.255,0.051,-0.306,-0.015,0.107,0.16699999999999998,0.139,0.08900000000000001,0.085,0.003,-0.13,0.054000000000000006
-0.13699999999999998,-0.366,-0.22899999999999998,0.252,0.046,-0.298,-0.004,0.12,0.18,0.147,0.095,0.08900000000000001,0.004,-0.134,0.055999999999999994
-0.154,-0.385,-0.231,0.26899999999999996,0.038,-0.307,-0.004,0.12300000000000001,0.183,0.145,0.08800000000000001,0.085,0.001,-0.136,0.054000000000000006
-0.135,-0.389,-0.254,0.262,0.059000000000000004,-0.321,-0.011000000000000001,0.12300000000000001,0.182,0.139,0.079,0.07400000000000001,0.0,-0.135,0.057
-0.11699999999999999,-0.395,-0.27699999999999997,0.256,0.08,-0.336,-0.018000000000000002,0.121,0.18100000000000002,0.135,0.07,0.062,-0.001,-0.135,0.059000000000000004
-0.124,-0.401,-0.27699999999999997,0.263,0.076,-0.33899999999999997,-0.015,0.131,0.191,0.14,0.07200000000000001,0.063,-0.001,-0.145,0.057
-0.125,-0.4,-0.275,0.263,0.075,-0.33799999999999997,-0.009000000000000001,0.141,0.201,0.14400000000000002,0.07400000000000001,0.067,0.0,-0.14800000000000002,0.061
-0.139,-0.405,-0.267,0.272,0.064,-0.336,-0.002,0.152,0.21,0.149,0.07400000000000001,0.069,0.002,-0.149,0.06
-0.12,-0.413,-0.293,0.267,0.087,-0.354,-0.009000000000000001,0.149,0.209,0.145,0.068,0.059000000000000004,0.001,-0.158,0.06
-0.091,-0.418,-0.327,0.255,0.11800000000000001,-0.373,-0.015,0.14800000000000002,0.21,0.141,0.059000000000000004,0.049,0.001,-0.16399999999999998,0.062
-0.08800000000000001,-0.414,-0.327,0.252,0.11900000000000001,-0.37,-0.009000000000000001,0.163,0.221,0.14800000000000002,0.063,0.053,0.002,-0.171,0.063
-0.08900000000000001,-0.419,-0.32899999999999996,0.254,0.12,-0.374,-0.009000000000000001,0.16899999999999998,0.228,0.151,0.06,0.051,0.002,-0.18100000000000002,0.063
-0.09300000000000001,-0.428,-0.336,0.261,0.121,-0.38299999999999995,-0.005,0.17300000000000001,0.23399999999999999,0.153,0.06,0.044000000000000004,-0.002,-0.188,0.061
-0.077,-0.428,-0.35100000000000003,0.253,0.13699999999999998,-0.39,-0.004,0.179,0.237,0.152,0.055999999999999994,0.045,0.0,-0.18899999999999997,0.065
-0.078,-0.434,-0.35600000000000004,0.256,0.14,-0.395,-0.004,0.184,0.24100000000000002,0.153,0.051,0.045,0.0,-0.192,0.065
-0.09,-0.441,-0.35100000000000003,0.266,0.131,-0.397,-0.004,0.188,0.245,0.153,0.05,0.042,-0.002,-0.198,0.066
-0.09699999999999999,-0.44799999999999995,-0.35100000000000003,0.273,0.127,-0.4,-0.004,0.192,0.252,0.154,0.046,0.039,-0.001,-0.20199999999999999,0.065
-0.099,-0.45,-0.35100000000000003,0.27399999999999997,0.127,-0.401,0.002,0.19899999999999998,0.262,0.16,0.049,0.04,0.001,-0.201,0.065
-0.094,-0.444,-0.349,0.26899999999999996,0.128,-0.397,0.006,0.207,0.26899999999999996,0.16399999999999998,0.051,0.043,0.003,-0.198,0.069
-0.102,-0.446,-0.344,0.27399999999999997,0.121,-0.395,0.009000000000000001,0.215,0.27699999999999997,0.16899999999999998,0.053,0.043,0.004,-0.201,0.071
-0.092,-0.44799999999999995,-0.355,0.27,0.132,-0.402,0.006999999999999999,0.218,0.278,0.16699999999999998,0.051,0.04,0.005,-0.201,0.07400000000000001
-0.092,-0.45,-0.358,0.271,0.133,-0.40399999999999997,0.006999999999999999,0.222,0.282,0.168,0.051,0.036000000000000004,0.004,-0.203,0.071
-0.08199999999999999,-0.447,-0.365,0.264,0.142,-0.406,0.009000000000000001,0.228,0.29,0.172,0.052000000000000005,0.036000000000000004,0.003,-0.205,0.069
-0.075,-0.44299999999999995,-0.36700000000000005,0.259,0.146,-0.405,0.013000000000000001,0.237,0.298,0.17600000000000002,0.054000000000000006,0.036000000000000004,0.004,-0.201,0.069
-0.079,-0.445,-0.366,0.262,0.14300000000000002,-0.406,0.017,0.24100000000000002,0.305,0.179,0.053,0.036000000000000004,0.004,-0.20600000000000002,0.07
-0.067,-0.451,-0.384,0.259,0.159,-0.41700000000000004,0.017,0.245,0.307,0.17600000000000002,0.048,0.033,0.004,-0.215,0.069
-0.07200000000000001,-0.45799999999999996,-0.386,0.265,0.158,-0.42200000000000004,0.018000000000000002,0.25,0.31,0.17600000000000002,0.047,0.028999999999999998,0.004,-0.217,0.068
-0.059000000000000004,-0.452,-0.39299999999999996,0.255,0.168,-0.42200000000000004,0.02,0.257,0.316,0.17800000000000002,0.045,0.028999999999999998,0.006999999999999999,-0.214,0.069
-0.052000000000000005,-0.44799999999999995,-0.395,0.25,0.172,-0.42100000000000004,0.024,0.264,0.325,0.18100000000000002,0.044000000000000004,0.028999999999999998,0.006,-0.212,0.069
-0.051,-0.452,-0.401,0.251,0.175,-0.426,0.025,0.266,0.327,0.18100000000000002,0.042,0.022000000000000002,0.006,-0.214,0.069
-0.049,-0.45799999999999996,-0.41,0.253,0.18100000000000002,-0.434,0.025,0.27,0.33,0.18,0.038,0.021,0.006999999999999999,-0.221,0.07
-0.047,-0.457,-0.409,0.252,0.18100000000000002,-0.433,0.025,0.276,0.336,0.183,0.038,0.019,0.006999999999999999,-0.228,0.067
-0.038,-0.45299999999999996,-0.414,0.245,0.18899999999999997,-0.434,0.026000000000000002,0.282,0.342,0.188,0.039,0.021,0.01,-0.23199999999999998,0.069
-0.034,-0.45299999999999996,-0.42,0.243,0.19399999999999998,-0.43700000000000006,0.028999999999999998,0.28800000000000003,0.348,0.19,0.037000000000000005,0.021,0.011000000000000001,-0.23399999999999999,0.07
-0.013999999999999999,-0.441,-0.426,0.22699999999999998,0.20600000000000002,-0.433,0.035,0.298,0.35700000000000004,0.196,0.039,0.021,0.009000000000000001,-0.23199999999999998,0.068
-0.019,-0.44,-0.42,0.23,0.201,-0.43,0.039,0.302,0.36200000000000004,0.196,0.038,0.021,0.011000000000000001,-0.225,0.068
-0.028999999999999998,-0.442,-0.41200000000000003,0.235,0.193,-0.42700000000000005,0.040999999999999995,0.307,0.369,0.2,0.038,0.022000000000000002,0.011000000000000001,-0.226,0.067
-0.037000000000000005,-0.447,-0.409,0.24100000000000002,0.18600000000000003,-0.428,0.045,0.318,0.37799999999999995,0.205,0.038,0.025,0.011000000000000001,-0.233,0.067
-0.025,-0.43799999999999994,-0.41200000000000003,0.23199999999999998,0.19399999999999998,-0.425,0.045,0.319,0.38,0.203,0.034,0.02,0.011000000000000001,-0.23399999999999999,0.066
